service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag,days_since_prev_same_category,is_repeat_repair
1044,V-0311,Chevrolet,Malibu,2022,2025-01-25,2025-01,31425,25k-50k,Suspension,411.28,1,T-19,Southeast,Y,,0
1045,V-0311,Chevrolet,Malibu,2022,2025-03-10,2025-03,32984,25k-50k,Suspension,688.21,1,T-06,Southwest,N,44.0,1
1046,V-0311,Chevrolet,Malibu,2022,2025-04-16,2025-04,34150,25k-50k,Suspension,594.0,2,T-01,Southwest,N,37.0,1
1047,V-0311,Chevrolet,Malibu,2022,2025-04-26,2025-04,33990,25k-50k,Suspension,633.46,2,T-11,Midwest,N,10.0,1
1051,V-0311,Chevrolet,Malibu,2022,2025-08-26,2025-08,37654,25k-50k,Suspension,549.88,1,T-03,Southwest,N,122.0,0
1052,V-0311,Chevrolet,Malibu,2022,2025-10-11,2025-10,39119,25k-50k,Suspension,134.03,1,T-11,Southeast,N,46.0,1
1053,V-0312,Toyota,RAV4,2015,2025-10-05,2025-10,134949,100k-150k,Engine,1905.48,3,T-02,Southwest,N,,0
1054,V-0312,Toyota,RAV4,2015,2025-12-01,2025-12,136858,100k-150k,Engine,739.63,1,T-04,West,N,57.0,1
1056,V-0313,Chevrolet,Silverado,2018,2025-02-16,2025-02,67935,50k-75k,Suspension,274.97,1,T-06,Northeast,N,,0
1055,V-0313,Chevrolet,Silverado,2018,2025-01-19,2025-01,67574,50k-75k,Transmission,2308.81,6,T-18,Southwest,N,,0
1057,V-0313,Chevrolet,Silverado,2018,2025-06-07,2025-06,70724,50k-75k,Transmission,1391.3,3,T-17,Midwest,N,139.0,0
1058,V-0313,Chevrolet,Silverado,2018,2025-10-27,2025-10,74096,50k-75k,Transmission,1922.45,1,T-12,Midwest,N,142.0,0
1059,V-0314,Chevrolet,Malibu,2018,2025-01-10,2025-01,74211,50k-75k,Cooling System,687.12,2,T-19,Northeast,N,,0
1060,V-0314,Chevrolet,Malibu,2018,2025-03-03,2025-03,75475,75k-100k,Electrical,231.5,2,T-06,West,N,,0
1061,V-0314,Chevrolet,Malibu,2018,2025-08-24,2025-08,80667,75k-100k,Engine,2194.88,4,T-06,West,N,,0
1062,V-0314,Chevrolet,Malibu,2018,2025-10-11,2025-10,81992,75k-100k,Engine,465.31,1,T-04,Southeast,N,48.0,1
1063,V-0314,Chevrolet,Malibu,2018,2025-11-13,2025-11,82448,75k-100k,Transmission,1759.56,4,T-11,Southwest,N,,0
1064,V-0315,Chevrolet,Malibu,2020,2025-01-07,2025-01,53313,50k-75k,Engine,1182.44,4,T-20,Southwest,N,,0
1065,V-0315,Chevrolet,Malibu,2020,2025-03-22,2025-03,56047,50k-75k,Engine,1143.44,2,T-20,Southwest,N,74.0,1
1066,V-0315,Chevrolet,Malibu,2020,2025-08-15,2025-08,60012,50k-75k,HVAC,172.36,1,T-04,Northeast,N,,0
1067,V-0316,Toyota,Camry,2022,2025-09-20,2025-09,52080,50k-75k,Suspension,546.95,1,T-18,Northeast,Y,,0
1068,V-0317,Ford,Explorer,2021,2025-02-03,2025-02,42307,25k-50k,Brakes,313.96,1,T-13,Northeast,N,,0
1069,V-0317,Ford,Explorer,2021,2025-02-26,2025-02,43426,25k-50k,Cooling System,682.08,1,T-16,Southeast,N,,0
1071,V-0317,Ford,Explorer,2021,2025-10-13,2025-10,49634,25k-50k,Electrical,526.43,1,T-17,Midwest,N,,0
1073,V-0317,Ford,Explorer,2021,2025-12-17,2025-12,51293,50k-75k,Engine,2167.66,5,T-19,West,N,,0
1070,V-0317,Ford,Explorer,2021,2025-05-24,2025-05,45383,25k-50k,HVAC,151.84,2,T-09,Southwest,N,,0
1072,V-0317,Ford,Explorer,2021,2025-11-26,2025-11,51046,50k-75k,Suspension,717.87,1,T-01,Southwest,N,,0
1078,V-0318,Chevrolet,Malibu,2017,2025-07-01,2025-07,74670,50k-75k,Brakes,293.74,1,T-03,West,N,,0
1077,V-0318,Chevrolet,Malibu,2017,2025-06-04,2025-06,74328,50k-75k,Cooling System,316.52,1,T-07,West,N,,0
1079,V-0318,Chevrolet,Malibu,2017,2025-08-19,2025-08,76370,75k-100k,Cooling System,158.69,1,T-13,West,N,76.0,1
1074,V-0318,Chevrolet,Malibu,2017,2025-03-27,2025-03,72244,50k-75k,Engine,2200.68,7,T-16,Midwest,N,,0
1076,V-0318,Chevrolet,Malibu,2017,2025-05-16,2025-05,74257,50k-75k,Engine,1930.09,2,T-02,Midwest,N,50.0,1
1080,V-0318,Chevrolet,Malibu,2017,2025-12-11,2025-12,79229,75k-100k,Engine,2796.57,7,T-16,Midwest,N,209.0,0
1075,V-0318,Chevrolet,Malibu,2017,2025-04-02,2025-04,72496,50k-75k,Suspension,779.4,1,T-03,West,N,,0
1081,V-0319,Toyota,RAV4,2015,2025-06-22,2025-06,160011,150k+,Engine,1110.63,2,T-09,Southwest,N,,0
1082,V-0319,Toyota,RAV4,2015,2025-08-09,2025-08,162214,150k+,Engine,1286.03,2,T-13,West,N,48.0,1
1083,V-0319,Toyota,RAV4,2015,2025-11-13,2025-11,165563,150k+,HVAC,245.47,2,T-17,Southeast,N,,0
1084,V-0320,Honda,Accord,2017,2025-04-08,2025-04,94742,75k-100k,Cooling System,391.57,1,T-16,Midwest,N,,0
1085,V-0320,Honda,Accord,2017,2025-04-11,2025-04,94933,75k-100k,Cooling System,284.23,1,T-20,West,N,3.0,1
